player_id,player_name,bowling_style,innings_bowled,total_overs,total_balls,total_runs,economy,wickets
1408.0,John Parker,legbreak googly,1,2.0,16.0,10.0,5.0,20.0
2107.0,John Rennie,right-arm medium-fast,2,326.5,1965.0,1564.0,4.790199081163859,15.0
55132.0,John Reva,right-arm medium,2,66.9,405.0,357.0,5.336322869955157,6.0
1270.0,John Snow,right-arm fast-medium,2,87.0,538.0,232.0,2.6666666666666665,2.0
1358.0,John Traicos,right-arm offbreak,2,254.0,1524.0,987.0,3.885826771653544,8.0
1609.0,John Valentine,left-arm medium,1,19.0,114.0,66.0,3.473684210526316,0.0
1604.0,John Vaughan,right-arm medium-fast,1,11.0,66.0,36.0,3.272727272727273,3.0
1550.0,John Wright,right-arm medium,1,4.0,24.0,8.0,2.0,147.0
7290.0,Jon Kent,right-arm medium-fast,1,8.0,48.0,57.0,7.125,0.0
7037.0,Jon Lewis,right-arm medium,2,119.2,716.0,500.0,4.194630872483222,6.0
1760.0,Jonathan Agnew,right-arm fast,1,21.0,126.0,120.0,5.714285714285714,0.0
53389.0,Jonathan Carter,right-arm medium,2,22.4,136.0,160.0,7.142857142857143,25.0
1961.0,Jonathan Millmow,right-arm fast-medium,2,45.0,270.0,232.0,5.155555555555556,0.0
10407.0,Jonathan Trott,right-arm medium,2,30.3,183.0,166.0,5.478547854785479,55.0
2062.0,Jonty Rhodes,right-arm medium,1,2.2,14.0,4.0,1.818181818181818,169.0
51016.0,Josclyn Pitcher,right-arm medium-fast,2,13.1,79.0,80.0,6.106870229007634,3.0
