matches_bat,innings_batted,runs,balls,fours,sixes,bat_avg,strike_rate,player_name
2,2,122,218,14,1,61.0,55.96330275229357,Chris Douglas
5,5,9,22,1,0,1.8,40.909090909090914,Chris Drum
4,4,106,174,5,1,26.5,60.91954022988506,Chris Foggo
295,295,10480,12019,1128,331,35.52542373,87.19527414926367,Chris Gayle
25,25,337,381,30,7,13.48,88.4514435695538,Chris Greaves
245,245,4379,6583,275,43,17.87346939,66.51982378854625,Chris Harris
34,34,184,211,12,5,5.411764706,87.20379146919431,Chris Jordan
16,16,142,223,7,1,8.875,63.67713004484305,Chris Kuggeleijn
52,52,374,459,25,6,7.192307692,81.48148148148148,Chris Lewis
1,1,4,28,0,0,4.0,14.285714285714285,Chris Lonsdale
4,4,75,89,5,3,18.75,84.26966292134831,Chris Lynn
19,19,8,25,0,0,0.421052632,32.0,Chris Martin
