matches_bat,innings_batted,runs,balls,fours,sixes,bat_avg,strike_rate,matches_bowl,innings_bowled,wickets,runs_conceded,overs,player_name
80,80,624.0,940.0,28.0,5.0,7.8,66.38297872340425,,,,,,Dion Nash
19,19,434.0,685.0,58.0,0.0,22.842105263157894,63.357664233576635,,,,,,Dipak Chudasama
75,75,623.0,868.0,37.0,7.0,8.306666666666667,71.7741935483871,,,,,,Dipak Patel
55,55,896.0,1258.0,77.0,12.0,16.29090909090909,71.2241653418124,,,,,,Dipendra Singh Airee
1,1,1.0,2.0,0.0,0.0,1.0,50.0,,,,,,Dirk Nannes
53,53,512.0,827.0,26.0,5.0,9.660377358490566,61.9105199516324,,,,,,Dirk Viljoen
17,17,379.0,699.0,16.0,0.0,22.294117647058822,54.220314735336196,,,,,,Dirk Wellham
16,16,313.0,467.0,38.0,6.0,19.5625,67.02355460385438,,,,,,Divan la Cock
1,1,4.0,8.0,0.0,0.0,4.0,50.0,,,,,,Dodda Ganesh
14,14,204.0,367.0,13.0,1.0,14.571428571428571,55.5858310626703,,,,,,Dogodo Bau
7,7,61.0,44.0,5.0,4.0,8.714285714285714,138.63636363636365,,,,,,Dolar Mahmud
3,3,29.0,56.0,4.0,0.0,9.666666666666666,51.78571428571429,,,,,,Dom Joyce
3,3,7.0,13.0,1.0,0.0,2.3333333333333335,53.84615384615385,,,,,,Dominic Blampied
32,32,180.0,271.0,13.0,1.0,5.625,66.42066420664207,,,,,,Dominic Cork
3,3,11.0,17.0,0.0,0.0,3.6666666666666665,64.70588235294117,,,,,,Dominic Drakes
4,4,61.0,108.0,5.0,0.0,15.25,56.481481481481474,,,,,,Dominic Wesonga
2,2,3.0,14.0,0.0,0.0,1.5,21.428571428571427,,,,,,Dominique Rikhi
44,44,62.0,143.0,1.0,0.0,1.4090909090909092,43.35664335664335,,,,,,Don Anurasiri
10,10,166.0,238.0,12.0,5.0,16.6,69.74789915966386,,,,,,Don Maxwell
2,2,5.0,15.0,0.0,0.0,2.5,33.33333333333333,,,,,,Don Pringle
38,38,364.0,549.0,30.0,8.0,9.578947368421053,66.3023679417122,,,,,,Donald Tiripano
1,1,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,Donovan Blake
39,39,50.0,54.0,5.0,0.0,1.2820512820512822,92.5925925925926,,,,,,Doug Bollinger
21,21,221.0,274.0,14.0,7.0,10.523809523809524,80.65693430656934,,,,,,Doug Bracewell
28,28,513.0,732.0,37.0,0.0,18.321428571428573,70.08196721311475,,,,,,Doug Walters
25,25,319.0,481.0,28.0,2.0,12.76,66.32016632016632,,,,,,Dougie Brown
14,14,218.0,341.0,11.0,1.0,15.571428571428571,63.929618768328446,,,,,,Dougie Lockhart
46,46,672.0,949.0,62.0,7.0,14.608695652173912,70.8113804004215,,,,,,Dougie Marillier
53,53,127.0,249.0,14.0,0.0,2.3962264150943398,51.00401606425703,,,,,,Douglas Hondo
2,2,0.0,0.0,0.0,0.0,0.0,,,,,,,Duanne Olivier
76,76,1527.0,2034.0,113.0,9.0,20.092105263157894,75.07374631268436,,,,,,Duleep Mendis
16,16,144.0,207.0,6.0,1.0,9.0,69.56521739130434,,,,,,Dulip Liyanage
5,5,91.0,169.0,8.0,0.0,18.2,53.84615384615385,,,,,,Dulip Samaraweera
5,5,71.0,153.0,7.0,0.0,14.2,46.40522875816993,,,,,,Duncan Allan
6,6,191.0,289.0,14.0,0.0,31.833333333333332,66.08996539792388,,,,,,Duncan Fletcher
21,21,223.0,313.0,16.0,5.0,10.619047619047619,71.24600638977637,,,,,,Dunith Wellalage
4,4,14.0,20.0,1.0,0.0,3.5,70.0,,,,,,Durand Soraine
5,5,39.0,39.0,3.0,1.0,7.8,100.0,,,,,,Dushan Hemantha
51,51,266.0,439.0,19.0,3.0,5.215686274509804,60.59225512528473,,,,,,Dushmantha Chameera
27,27,192.0,224.0,14.0,5.0,7.111111111111111,85.71428571428571,,,,,,Dwaine Pretorius
163,163,2968.0,3606.0,240.0,58.0,18.208588957055216,82.30726566833056,,,,,,Dwayne Bravo
32,32,111.0,382.0,5.0,0.0,3.46875,29.05759162303665,,,,,,Dwayne Leverock
103,103,1560.0,1683.0,142.0,64.0,15.145631067961165,92.6916221033868,,,,,,Dwayne Smith
2,2,12.0,39.0,0.0,0.0,6.0,30.76923076923077,,,,,,Dwight Basden
17,17,248.0,312.0,18.0,1.0,14.588235294117647,79.48717948717949,,,,,,Dylan Budge
12,12,3.0,14.0,0.0,0.0,0.25,21.428571428571427,,,,,,Ebadot Hossain
1,1,14.0,15.0,1.0,0.0,14.0,93.33333333333333,,,,,,Eboo Essop-Adam
77,77,2622.0,3630.0,255.0,25.0,34.05194805194805,72.23140495867769,,,,,,Ed Joyce
39,39,55.0,134.0,2.0,1.0,1.4102564102564104,41.04477611940299,,,,,,Ed Rainsford
32,32,30.0,61.0,1.0,0.0,0.9375,49.18032786885246,,,,,,Eddie Hemmings
2,2,12.0,18.0,2.0,0.0,6.0,66.66666666666666,,,,,,Eddie Richardson
59,59,404.0,448.0,27.0,14.0,6.8474576271186445,90.17857142857143,,,,,,Eddo Brandes
30,30,161.0,218.0,18.0,5.0,5.366666666666666,73.85321100917432,,,,,,Edgar Schiferli
6,6,27.0,42.0,2.0,0.0,4.5,64.28571428571429,,,,,,Ehsan Adil
15,15,102.0,228.0,8.0,0.0,6.8,44.73684210526316,,,,,,Ehsan Khan
12,12,30.0,87.0,2.0,0.0,2.5,34.48275862068966,,,,,,Ehsan Nawaz
6,6,57.0,129.0,6.0,0.0,9.5,44.18604651162791,,,,,,Ehsanul Haque
5,5,23.0,41.0,0.0,0.0,4.6,56.09756097560976,,,,,,Eion Katchay
7,7,27.0,79.0,2.0,0.0,3.857142857142857,34.177215189873415,,,,,,Eknath Solkar
43,43,184.0,241.0,9.0,0.0,4.27906976744186,76.34854771784232,,,,,,Eldine Baptiste
4,4,2.0,11.0,0.0,0.0,0.5,18.181818181818183,,,,,,Elias Sunny
26,26,49.0,136.0,4.0,0.0,1.8846153846153846,36.029411764705884,,,,,,Elijah Otieno
4,4,2.0,9.0,0.0,0.0,0.5,22.22222222222222,,,,,,Elliot Miles
11,11,142.0,143.0,8.0,9.0,12.909090909090908,99.3006993006993,,,,,,Elmore Hutchinson
213,213,4340.0,5423.0,343.0,106.0,20.375586854460092,80.02950396459524,,,,,,Elton Chigumbura
1,1,0.0,0.0,0.0,0.0,0.0,,,,,,,Emmanuel Bundi
29,29,236.0,479.0,18.0,0.0,8.137931034482758,49.26931106471816,,,,,,Enamul Haque
10,10,12.0,19.0,0.0,0.0,1.2,63.1578947368421,,,,,,Enamul Haque jnr
244,244,7701.0,8447.0,654.0,220.0,31.561475409836067,91.16846217592045,,,,,,Eoin Morgan
3,3,19.0,36.0,2.0,0.0,6.333333333333333,52.77777777777778,,,,,,Eric Gouka
23,23,217.0,295.0,10.0,3.0,9.434782608695652,73.5593220338983,,,,,,Eric Simons
40,40,1102.0,1615.0,105.0,6.0,27.55,68.23529411764706,,,,,,Eric Szwarczynski
12,12,49.0,86.0,3.0,1.0,4.083333333333333,56.97674418604651,,,,,,Eric Upashantha
6,6,61.0,116.0,5.0,0.0,10.166666666666666,52.58620689655172,,,,,,Errol Stewart
16,16,73.0,119.0,3.0,2.0,4.5625,61.34453781512605,,,,,,Ervin McSweeney
3,3,9.0,19.0,1.0,0.0,3.0,47.368421052631575,,,,,,Ethan D'Souza
10,10,98.0,230.0,6.0,0.0,9.8,42.608695652173914,,,,,,Evan Gray
7,7,8.0,33.0,0.0,0.0,1.1428571428571428,24.242424242424242,,,,,,Everton Matambanadzo
2,2,86.0,190.0,6.0,0.0,43.0,45.26315789473684,,,,,,Everton Mattis
54,54,1847.0,2226.0,185.0,52.0,34.2037037037037,82.97394429469901,,,,,,Evin Lewis
113,113,118.0,346.0,6.0,0.0,1.0442477876106195,34.104046242774565,,,,,,Ewen Chatfield
1,1,0.0,0.0,0.0,0.0,0.0,,,,,,,Ewen Thompson
9,9,7.0,15.0,0.0,0.0,0.7777777777777778,46.666666666666664,,,,,,Ezra Moseley
20,20,200.0,203.0,18.0,8.0,10.0,98.52216748768473,,,,,,Fabian Allen
141,141,5381.0,6106.0,487.0,60.0,38.163120567375884,88.12643301670488,,,,,,Faf du Plessis
5,5,0.0,7.0,0.0,0.0,0.0,0.0,,,,,,Fahad Alhashmi
2,2,2.0,10.0,0.0,0.0,1.0,20.0,,,,,,Fahad Nawaz
2,2,9.0,18.0,0.0,0.0,4.5,50.0,,,,,,Fahad Usman
34,34,224.0,274.0,18.0,7.0,6.588235294117647,81.75182481751825,,,,,,Faheem Ashraf
3,3,6.0,17.0,0.0,0.0,2.0,35.294117647058826,,,,,,Fahim Muntasir
1,1,9.0,38.0,1.0,0.0,9.0,23.684210526315788,,,,,,Faisal Athar
6,6,43.0,91.0,3.0,1.0,7.166666666666667,47.25274725274725,,,,,,Faisal Hossain
18,18,314.0,519.0,24.0,4.0,17.444444444444443,60.5009633911368,,,,,,Faisal Iqbal
1,1,55.0,61.0,7.0,1.0,55.0,90.1639344262295,,,,,,Faiz Fazal
81,81,3492.0,3737.0,391.0,74.0,43.111111111111114,93.44393898849344,,,,,,Fakhar Zaman
83,83,170.0,218.0,13.0,2.0,2.0481927710843375,77.98165137614679,,,,,,Fanie de Villiers
29,29,612.0,928.0,52.0,1.0,21.103448275862068,65.94827586206897,,,,,,Faoud Bacchus
2,2,1.0,6.0,0.0,0.0,0.5,16.666666666666664,,,,,,Faraz Akram
16,16,42.0,67.0,2.0,1.0,2.625,62.68656716417911,,,,,,Fareed Ahmad
59,59,1074.0,1097.0,79.0,25.0,18.203389830508474,97.90337283500456,,,,,,Farhaan Behardien
34,34,412.0,636.0,39.0,8.0,12.117647058823529,64.77987421383648,,,,,,Farhad Reza
5,5,114.0,195.0,13.0,0.0,22.8,58.46153846153847,,,,,,Farokh Engineer
7,7,105.0,273.0,6.0,0.0,15.0,38.46153846153847,,,,,,Faruque Ahmed
106,106,1113.0,1294.0,89.0,25.0,10.5,86.01236476043277,,,,,,Farveez Maharoof
3,3,4.0,2.0,1.0,0.0,1.3333333333333333,200.0,,,,,,Fawad Ahmed
38,38,966.0,1297.0,59.0,6.0,25.42105263157895,74.47956823438705,,,,,,Fawad Alam
3,3,47.0,100.0,6.0,0.0,15.666666666666666,47.0,,,,,,Fayyaz Ahmed
23,23,132.0,159.0,12.0,2.0,5.739130434782608,83.01886792452831,,,,,,Fayyaz Butt
32,32,21.0,64.0,2.0,0.0,0.65625,32.8125,,,,,,Fazalhaq Farooqi
3,3,20.0,60.0,0.0,1.0,6.666666666666667,33.33333333333333,,,,,,Fazil Sattaur
2,2,7.0,8.0,0.0,0.0,3.5,87.5,,,,,,Fazl-e-Akbar
2,2,0.0,9.0,0.0,0.0,0.0,0.0,,,,,,Fazle Mahmud
6,6,165.0,265.0,12.0,4.0,27.5,62.264150943396224,,,,,,Feiko Kloppenburg
48,48,70.0,142.0,5.0,0.0,1.4583333333333333,49.29577464788733,,,,,,Fidel Edwards
21,21,582.0,624.0,78.0,14.0,27.714285714285715,93.26923076923077,,,,,,Finn Allen
2,2,68.0,104.0,8.0,2.0,34.0,65.38461538461539,,,,,,Fiqre Crockwell
5,5,120.0,247.0,11.0,1.0,24.0,48.582995951417004,,,,,,Flavian Aponso
2,2,0.0,0.0,0.0,0.0,0.0,,,,,,,Floris Jansen
8,8,117.0,229.0,10.0,2.0,14.625,51.09170305676856,,,,,,Floyd Reifer
17,17,403.0,502.0,32.0,7.0,23.705882352941178,80.2788844621514,,,,,,Forster Mutizwa
4,4,16.0,68.0,0.0,0.0,4.0,23.52941176470588,,,,,,Francis Otieno
6,6,128.0,235.0,18.0,2.0,21.333333333333332,54.46808510638298,,,,,,Frank Hayes
3,3,47.0,171.0,4.0,0.0,15.666666666666666,27.485380116959064,,,,,,Franklyn Dennis
26,26,217.0,265.0,15.0,6.0,8.346153846153847,81.88679245283019,,,,,,Franklyn Rose
3,3,57.0,176.0,2.0,1.0,19.0,32.38636363636363,,,,,,Frasat Ali
36,36,974.0,1559.0,79.0,8.0,27.055555555555557,62.475946119307245,,,,,,Fraser Watts
19,19,68.0,116.0,2.0,1.0,3.5789473684210527,58.620689655172406,,,,,,Fred Klaassen
2,2,11.0,32.0,1.0,0.0,5.5,34.375,,,,,,Fred Titmus
15,15,211.0,344.0,21.0,1.0,14.066666666666666,61.337209302325576,,,,,,Freddie Coleman
3,3,18.0,42.0,1.0,0.0,6.0,42.857142857142854,,,,,,Friday Kasteni
2,2,115.0,185.0,11.0,0.0,57.5,62.16216216216216,,,,,,Gagan Khoda
32,32,986.0,1178.0,89.0,18.0,30.8125,83.70118845500849,,,,,,Gajanand Singh
4,4,2.0,10.0,0.0,0.0,0.5,20.0,,,,,,Gamini Wickremasinghe
3,3,36.0,92.0,4.0,0.0,12.0,39.130434782608695,,,,,,Ganesh Mylvaganam
10,10,30.0,73.0,1.0,0.0,3.0,41.0958904109589,,,,,,Gareth Batty
20,20,234.0,246.0,20.0,6.0,11.7,95.1219512195122,,,,,,Gareth Delany
23,23,236.0,311.0,19.0,2.0,10.26086956521739,75.88424437299035,,,,,,Gareth Hopkins
1,1,0.0,0.0,0.0,0.0,0.0,,,,,,,Garnett Kruger
1,1,0.0,6.0,0.0,0.0,0.0,0.0,,,,,,Garry Sobers
21,21,454.0,639.0,37.0,1.0,21.61904761904762,71.04851330203444,,,,,,Gary Ballance
69,69,408.0,698.0,25.0,5.0,5.913043478260869,58.45272206303726,,,,,,Gary Brent
9,9,154.0,166.0,15.0,2.0,17.11111111111111,92.7710843373494,,,,,,Gary Cosier
6,6,98.0,105.0,7.0,2.0,16.333333333333332,93.33333333333333,,,,,,Gary Crocker
5,5,42.0,39.0,7.0,0.0,8.4,107.6923076923077,,,,,,Gary Gilmour
6,6,15.0,25.0,2.0,0.0,2.5,60.0,,,,,,Gary Kidd
185,185,6798.0,9436.0,659.0,20.0,36.74594594594595,72.04323866044933,,,,,,Gary Kirsten
5,5,31.0,65.0,0.0,0.0,6.2,47.69230769230769,,,,,,Gary Martin
10,10,49.0,48.0,1.0,0.0,4.9,102.08333333333333,,,,,,Gary Robertson
22,22,101.0,140.0,7.0,2.0,4.590909090909091,72.14285714285714,,,,,,Gary Troup
103,103,2072.0,2880.0,180.0,21.0,20.116504854368934,71.94444444444444,,,,,,Gary Wilson
22,22,268.0,483.0,21.0,2.0,12.181818181818182,55.48654244306418,,,,,,Gaudi Toka
144,144,5238.0,6144.0,561.0,17.0,36.375,85.25390625,,,,,,Gautam Gambhir
5,5,39.0,69.0,2.0,0.0,7.8,56.52173913043478,,,,,,Gavin Briant
7,7,97.0,137.0,9.0,0.0,13.857142857142858,70.8029197080292,,,,,,Gavin Ewing
38,38,1231.0,1847.0,95.0,11.0,32.39473684210526,66.6486193827829,,,,,,Gavin Hamilton
120,120,629.0,970.0,29.0,9.0,5.241666666666666,64.84536082474227,,,,,,Gavin Larsen
14,14,82.0,87.0,7.0,1.0,5.857142857142857,94.25287356321839,,,,,,Gavin Main
6,6,90.0,145.0,7.0,1.0,15.0,62.06896551724138,,,,,,Gavin Murgatroyd
40,40,617.0,928.0,35.0,1.0,15.425,66.48706896551724,,,,,,Gavin Rennie
13,13,45.0,55.0,2.0,0.0,3.4615384615384617,81.81818181818183,,,,,,Gavin Robertson
5,5,10.0,16.0,1.0,0.0,2.0,62.5,,,,,,Gavin Tonge
7,7,59.0,239.0,1.0,0.0,8.428571428571429,24.686192468619247,,,,,,Gazi Ashraf
6,6,25.0,54.0,4.0,0.0,4.166666666666667,46.2962962962963,,,,,,Geert-Maarten Mol
29,29,17.0,56.0,0.0,0.0,0.5862068965517241,30.357142857142854,,,,,,Geoff Allott
14,14,48.0,75.0,4.0,0.0,3.4285714285714284,64.0,,,,,,Geoff Arnold
22,22,455.0,745.0,50.0,5.0,20.681818181818183,61.07382550335571,,,,,,Geoff Barnett
35,35,1082.0,2020.0,84.0,0.0,30.914285714285715,53.56435643564357,,,,,,Geoff Boycott
6,6,106.0,261.0,6.0,0.0,17.666666666666668,40.61302681992337,,,,,,Geoff Cook
2,2,1.0,1.0,0.0,0.0,0.5,100.0,,,,,,Geoff Cope
15,15,35.0,82.0,1.0,0.0,2.3333333333333335,42.68292682926829,,,,,,Geoff Dymock
69,69,1384.0,2301.0,116.0,3.0,20.057971014492754,60.14776184267709,,,,,,Geoff Howarth
3,3,11.0,24.0,0.0,0.0,3.6666666666666665,45.83333333333333,,,,,,Geoff Humpage
77,77,378.0,500.0,19.0,4.0,4.909090909090909,75.6,,,,,,Geoff Lawson
116,116,4357.0,7790.0,302.0,22.0,37.560344827586206,55.93068035943517,,,,,,Geoff Marsh
25,25,136.0,265.0,12.0,0.0,5.44,51.320754716981135,,,,,,Geoff Miller
86,86,3012.0,3610.0,219.0,56.0,35.02325581395349,83.43490304709141,,,,,,George Bailey
17,17,235.0,372.0,22.0,3.0,13.823529411764707,63.17204301075269,,,,,,George Codrington
118,118,1341.0,1655.0,104.0,27.0,11.364406779661017,81.02719033232628,,,,,,George Dockrell
2,2,27.0,29.0,3.0,0.0,13.5,93.10344827586206,,,,,,George Linde
56,56,1734.0,2119.0,178.0,45.0,30.964285714285715,81.83105238319962,,,,,,George Munsey
9,9,38.0,54.0,4.0,1.0,4.222222222222222,70.37037037037037,,,,,,George O'Brien
5,5,57.0,109.0,5.0,0.0,11.4,52.293577981651374,,,,,,George Salmond
1,1,0.0,0.0,0.0,0.0,0.0,,,,,,,George Scrimshaw
10,10,272.0,379.0,23.0,3.0,27.2,71.76781002638522,,,,,,George Worker
51,51,862.0,1117.0,74.0,14.0,16.901960784313726,77.17099373321396,,,,,,Geraint Jones
14,14,57.0,90.0,4.0,1.0,4.071428571428571,63.33333333333333,,,,,,Gerald Coetzee
3,3,33.0,54.0,3.0,0.0,11.0,61.111111111111114,,,,,,Gerald Peckover
44,44,1678.0,2104.0,134.0,37.0,38.13636363636363,79.75285171102662,,,,,,Gerhard Erasmus
4,4,94.0,199.0,8.0,0.0,23.5,47.23618090452261,,,,,,Gerhardus Liebenberg
5,5,5.0,9.0,1.0,0.0,1.0,55.55555555555556,,,,,,Gerrie Snyman
9,9,8.0,16.0,0.0,0.0,0.8888888888888888,50.0,,,,,,Gholam Nousher
3,3,53.0,121.0,2.0,0.0,17.666666666666668,43.80165289256198,,,,,,Ghulam Ali
10,10,165.0,332.0,11.0,0.0,16.5,49.6987951807229,,,,,,Ghulam Parkar
23,23,500.0,800.0,49.0,3.0,21.73913043478261,62.5,,,,,,Ghulam Shabber
52,52,98.0,188.0,7.0,0.0,1.8846153846153846,52.12765957446809,,,,,,Gladstone Small
1,1,12.0,33.0,2.0,0.0,12.0,36.36363636363637,,,,,,Glen Bruk-Jackson
1,1,14.0,7.0,1.0,1.0,14.0,200.0,,,,,,Glen Chapple
3,3,9.0,15.0,0.0,0.0,3.0,60.0,,,,,,Glen Sulzberger
2,2,13.0,44.0,1.0,0.0,6.5,29.545454545454547,,,,,,Glenn Bishop
2,2,72.0,69.0,8.0,1.0,36.0,104.34782608695652,,,,,,Glenn Blakeney
135,135,3893.0,3063.0,373.0,150.0,28.83703703703704,127.09761671563827,,,,,,Glenn Maxwell
245,245,113.0,229.0,7.0,0.0,0.46122448979591835,49.34497816593886,,,,,,Glenn McGrath
29,29,735.0,754.0,55.0,30.0,25.344827586206897,97.48010610079577,,,,,,Glenn Phillips
13,13,81.0,169.0,10.0,0.0,6.230769230769231,47.928994082840234,,,,,,Glenn Rogers
2,2,4.0,5.0,1.0,0.0,2.0,80.0,,,,,,Glenn Trimble
40,40,1598.0,2348.0,156.0,7.0,39.95,68.05792163543441,,,,,,Glenn Turner
3,3,73.0,149.0,9.0,0.0,24.333333333333332,48.99328859060403,,,,,,Glenroy Sealy
5,5,44.0,104.0,0.0,0.0,8.8,42.30769230769231,,,,,,Golam Faruq
11,11,11.0,24.0,0.0,0.0,1.0,45.83333333333333,,,,,,Gopal Sharma
30,30,240.0,262.0,21.0,4.0,8.0,91.6030534351145,,,,,,Gordon Drummond
16,16,80.0,99.0,6.0,5.0,5.0,80.8080808080808,,,,,,Gordon Goudie
128,128,5134.0,7908.0,470.0,81.0,40.109375,64.92159838138593,,,,,,Gordon Greenidge
2,2,0.0,0.0,0.0,0.0,0.0,,,,,,,Graeme Aldridge
2,2,0.0,0.0,0.0,0.0,0.0,,,,,,,Graeme Beard
96,96,744.0,1196.0,48.0,5.0,7.75,62.207357859531776,,,,,,Graeme Cremer
26,26,744.0,1321.0,67.0,1.0,28.615384615384617,56.32096896290689,,,,,,Graeme Fowler
120,120,3846.0,5191.0,278.0,41.0,32.05,74.08977075707956,,,,,,Graeme Hick
44,44,249.0,350.0,13.0,3.0,5.659090909090909,71.14285714285714,,,,,,Graeme Labrooy
1,1,1.0,1.0,0.0,0.0,1.0,100.0,,,,,,Graeme McCarter
2,2,3.0,9.0,0.0,0.0,1.5,33.33333333333333,,,,,,Graeme Porter
194,194,6989.0,8648.0,788.0,44.0,36.02577319587629,80.8163737280296,,,,,,Graeme Smith
79,79,500.0,553.0,48.0,4.0,6.329113924050633,90.41591320072332,,,,,,Graeme Swann
2,2,11.0,16.0,2.0,0.0,5.5,68.75,,,,,,Graeme Watson
81,81,2219.0,3725.0,172.0,4.0,27.395061728395063,59.57046979865772,,,,,,Graeme Wood
6,6,149.0,255.0,18.0,0.0,24.833333333333332,58.43137254901961,,,,,,Graham Barlow
36,36,114.0,133.0,11.0,0.0,3.1666666666666665,85.71428571428571,,,,,,Graham Dilley
123,123,4290.0,6932.0,407.0,15.0,34.8780487804878,61.8869013271783,,,,,,Graham Gooch
12,12,41.0,74.0,2.0,0.0,3.4166666666666665,55.4054054054054,,,,,,Graham Hume
6,6,39.0,80.0,1.0,0.0,6.5,48.75,,,,,,Graham Lloyd
4,4,7.0,6.0,0.0,0.0,1.75,116.66666666666667,,,,,,Graham Manou
1,1,0.0,0.0,0.0,0.0,0.0,,,,,,,Graham McKenzie
4,4,1.0,2.0,0.0,0.0,0.25,50.0,,,,,,Graham Onions
8,8,173.0,342.0,7.0,2.0,21.625,50.58479532163743,,,,,,Graham Roope
4,4,43.0,56.0,4.0,0.0,10.75,76.78571428571429,,,,,,Graham Stevenson
82,82,2380.0,3344.0,172.0,5.0,29.024390243902438,71.17224880382776,,,,,,Graham Thorpe
1,1,14.0,30.0,0.0,0.0,14.0,46.666666666666664,,,,,,Graham Vivian
29,29,823.0,1288.0,64.0,3.0,28.379310344827587,63.89751552795031,,,,,,Graham Yallop
11,11,60.0,130.0,1.0,0.0,5.454545454545454,46.15384615384615,,,,,,Grant Bradburn
80,80,1976.0,2416.0,151.0,28.0,24.7,81.78807947019867,,,,,,Grant Elliott
217,217,6571.0,9723.0,557.0,37.0,30.28110599078341,67.5820220096678,,,,,,Grant Flower
10,10,123.0,327.0,11.0,0.0,12.3,37.61467889908257,,,,,,Grant Paterson
3,3,9.0,18.0,0.0,0.0,3.0,50.0,,,,,,Granville De Silva
32,32,551.0,889.0,35.0,3.0,17.21875,61.97975253093363,,,,,,Greg Blewett
12,12,6.0,19.0,0.0,0.0,0.5,31.57894736842105,,,,,,Greg Campbell
74,74,2331.0,3079.0,195.0,7.0,31.5,75.70639818122767,,,,,,Greg Chappell
23,23,174.0,227.0,8.0,4.0,7.565217391304348,76.65198237885463,,,,,,Greg Dyer
15,15,197.0,381.0,6.0,1.0,13.133333333333333,51.70603674540683,,,,,,Greg Lamb
58,58,619.0,911.0,23.0,3.0,10.672413793103448,67.94731064763995,,,,,,Greg Matthews
42,42,959.0,1479.0,55.0,6.0,22.833333333333332,64.84110885733604,,,,,,Greg Ritchie
3,3,1.0,7.0,0.0,0.0,0.3333333333333333,14.285714285714285,,,,,,Greg Thomas
3,3,2.0,21.0,0.0,0.0,0.6666666666666666,9.523809523809524,,,,,,Greg Thompson
7,7,84.0,133.0,5.0,1.0,12.0,63.1578947368421,,,,,,Gregor Maiden
12,12,147.0,225.0,17.0,3.0,12.25,65.33333333333333,,,,,,Gregory Strydom
2,2,11.0,35.0,0.0,0.0,5.5,31.428571428571427,,,,,,Greig Williamson
13,13,70.0,99.0,7.0,3.0,5.384615384615385,70.70707070707071,,,,,,Gudakesh Motie
2,2,83.0,132.0,9.0,1.0,41.5,62.878787878787875,,,,,,Gulam Bodi
81,81,1231.0,1644.0,103.0,30.0,15.197530864197532,74.87834549878345,,,,,,Gulbadin Naib
27,27,514.0,698.0,37.0,22.0,19.037037037037038,73.63896848137536,,,,,,Gulsan Jha
25,25,439.0,830.0,33.0,0.0,17.56,52.89156626506024,,,,,,Gundappa Viswanath
1,1,1.0,23.0,0.0,0.0,1.0,4.3478260869565215,,,,,,Gurdeep Singh
2,2,0.0,0.0,0.0,0.0,0.0,,,,,,,Gurinder Sandhu
3,3,13.0,13.0,2.0,0.0,4.333333333333333,100.0,,,,,,Gurkeerat Singh Mann
1,1,4.0,10.0,0.0,0.0,4.0,40.0,,,,,,Gursharan Singh
9,9,63.0,50.0,10.0,1.0,7.0,126.0,,,,,,Gus Atkinson
157,157,2809.0,3801.0,209.0,9.0,17.89171974522293,73.90160484083135,,,,,,Gus Logie
3,3,0.0,0.0,0.0,0.0,0.0,,,,,,,Gus Mackay
146,146,2705.0,4011.0,210.0,26.0,18.527397260273972,67.43954126153079,,,,,,Guy Whittall
30,30,401.0,512.0,33.0,7.0,13.366666666666667,78.3203125,,,,,,Guy de Alwis
37,37,876.0,1318.0,90.0,15.0,23.675675675675677,66.46433990895297,,,,,,Gyanendra Malla
3,3,11.0,23.0,0.0,0.0,3.6666666666666665,47.82608695652174,,,,,,Haafiz Shahid
111,111,2168.0,3586.0,183.0,10.0,19.53153153153153,60.45733407696597,,,,,,Habibul Bashar
2,2,8.0,24.0,0.0,0.0,4.0,33.33333333333333,,,,,,Hafizur Rahman
2,2,42.0,33.0,4.0,2.0,21.0,127.27272727272727,,,,,,Haider Ali
38,38,107.0,195.0,10.0,3.0,2.8157894736842106,54.871794871794876,,,,,,Hamid Hassan
209,209,5658.0,7728.0,585.0,86.0,27.071770334928228,73.21428571428571,,,,,,Hamilton Masakadza
3,3,23.0,22.0,0.0,2.0,7.666666666666667,104.54545454545455,,,,,,Hamish Anthony
18,18,10.0,35.0,0.0,0.0,0.5555555555555556,28.57142857142857,,,,,,Hamish Bennett
11,11,262.0,396.0,33.0,0.0,23.818181818181817,66.16161616161617,,,,,,Hamish Gardiner
64,64,1454.0,1990.0,98.0,8.0,22.71875,73.06532663316582,,,,,,Hamish Marshall
2,2,5.0,10.0,0.0,0.0,2.5,50.0,,,,,,Hamish McLeod
4,4,15.0,56.0,2.0,0.0,3.75,26.785714285714285,,,,,,Hamish Rutherford
11,11,80.0,131.0,5.0,2.0,7.2727272727272725,61.06870229007634,,,,,,Hammad Azam
31,31,26.0,78.0,2.0,0.0,0.8387096774193549,33.33333333333333,,,,,,Hamza Tahir
7,7,116.0,157.0,15.0,2.0,16.571428571428573,73.88535031847134,,,,,,Hamza Tariq
2,2,14.0,35.0,3.0,0.0,7.0,40.0,,,,,,Haninder Dhillon
20,20,383.0,713.0,36.0,2.0,19.15,53.71669004207573,,,,,,Hannan Sarkar
188,188,5565.0,7277.0,366.0,94.0,29.601063829787233,76.4738216297925,,,,,,Hansie Cronje
230,230,1237.0,1526.0,92.0,35.0,5.378260869565217,81.06159895150721,,,,,,Harbhajan Singh
86,86,1769.0,1603.0,132.0,67.0,20.569767441860463,110.35558328134746,,,,,,Hardik Pandya
3,3,6.0,56.0,0.0,0.0,2.0,10.714285714285714,,,,,,Harilal Shah
35,35,68.0,89.0,6.0,4.0,1.9428571428571428,76.40449438202246,,,,,,Haris Rauf
