Match ID,Match Date,Series Name,team1 name,team1 runs_scored,team1 wickets_lost,Match Winner,Match Venue (Stadium),Match Venue (City),Match Venue (Country),team2 name, Team2 runs_scored,Team2 wickets_lost
65425,1988-01-07,"Benson & Hedges World Series Cup Australia, New Zealand, Sri Lanka in Australia - 1988 (1987/88)",Australia,216.0,10.0,Australia,Melbourne Cricket Ground,Melbourne,Australia,,,
65428,1988-01-12,"Benson & Hedges World Series Cup Australia, New Zealand, Sri Lanka in Australia - 1988 (1987/88)",New Zealand,199.0,7.0,Sri Lanka,Bellerive Oval,Hobart,Australia,,,
65431,1988-01-17,"Benson & Hedges World Series Cup Australia, New Zealand, Sri Lanka in Australia - 1988 (1987/88)",New Zealand,176.0,5.0,Australia,Brisbane Cricket Ground,Brisbane,Australia,,,
65432,1988-01-19,"Benson & Hedges World Series Cup Australia, New Zealand, Sri Lanka in Australia - 1988 (1987/88)",Sri Lanka,188.0,9.0,Australia,Sydney Cricket Ground,Sydney,Australia,,,
64326,1988-03-16,England tour of New Zealand  - 1988 (1987/88),England,219.0,10.0,New Zealand,McLean Park,Napier,New Zealand,,,
65844,1988-10-21,"Champions Trophy India, Pakistan, West Indies in United Arab Emirates - 1988 (1988/89)",India,169.0,7.0,West Indies,Sharjah Cricket Association Stadium,Sharjah,United Arab Emirates,,,
65676,1988-10-29,"Wills Asia Cup Bangladesh, India, Pakistan, Sri Lanka in Bangladesh - 1988 (1988/89)",Sri Lanka,271.0,6.0,Sri Lanka,National Stadium,Dhaka,Bangladesh,,,
64333,1988-12-12,New Zealand tour of India  - 1988 (1988/89),New Zealand,160.0,7.0,India,Barabati Stadium,Cuttack,India,,,
65439,1988-12-15,"Benson & Hedges World Series Australia, Pakistan, West Indies in Australia - 1988 (1988/89)",West Indies,236.0,10.0,West Indies,Melbourne Cricket Ground,Melbourne,Australia,,,
65440,1988-12-17,"Benson & Hedges World Series Australia, Pakistan, West Indies in Australia - 1988 (1988/89)",West Indies,244.0,4.0,West Indies,Bellerive Oval,Hobart,Australia,,,
64148,1971-01-05,England [Marylebone Cricket Club] tour of Australia  - 1970 (1970/71),England,190.0,10.0,Australia,Melbourne Cricket Ground,Melbourne,Australia,,,
64944,1972-08-24,Australia tour of England and Scotland  - 1972 (1972),Australia,222.0,8.0,England,Old Trafford,Manchester,England,,,
64945,1972-08-26,Australia tour of England and Scotland  - 1972 (1972),England,236.0,9.0,Australia,Lord's,London,England,,,
64946,1972-08-28,Australia tour of England and Scotland  - 1972 (1972),Australia,179.0,9.0,England,Edgbaston,Birmingham,England,,,
64149,1973-02-11,Pakistan tour of New Zealand  - 1973 (1972/73),New Zealand,187.0,10.0,New Zealand,Lancaster Park,Christchurch,New Zealand,,,
64947,1973-07-18,New Zealand tour of England  - 1973 (1973),New Zealand,158.0,10.0,England,St Helen's,Swansea,England,,,
64948,1973-07-20,New Zealand tour of England  - 1973 (1973),England,167.0,8.0,,Old Trafford,Manchester,England,,,
64949,1973-09-05,West Indies tour of England  - 1973 (1973),West Indies,181.0,10.0,England,Headingley,Leeds,England,,,
64950,1973-09-07,West Indies tour of England  - 1973 (1973),England,189.0,9.0,West Indies,Kennington Oval,London,England,,,
64150,1974-03-30,Australia tour of New Zealand  - 1974 (1973/74),New Zealand,194.0,9.0,Australia,Carisbrook,Dunedin,New Zealand,,,
64151,1974-03-31,Australia tour of New Zealand  - 1974 (1973/74),Australia,265.0,5.0,Australia,Lancaster Park,Christchurch,New Zealand,,,
64951,1974-07-13,India tour of England  - 1974 (1974),India,265.0,10.0,England,Headingley,Leeds,England,,,
64952,1974-07-15,India tour of England  - 1974 (1974),India,171.0,10.0,England,Kennington Oval,London,England,,,
64953,1974-08-31,Pakistan tour of England  - 1974 (1974),England,244.0,4.0,Pakistan,Trent Bridge,Nottingham,England,,,
64954,1974-09-03,Pakistan tour of England  - 1974 (1974),England,81.0,9.0,Pakistan,Edgbaston,Birmingham,England,,,
64152,1975-01-01,England tour of Australia  - 1974 (1974/75),Australia,190.0,10.0,England,Melbourne Cricket Ground,Melbourne,Australia,,,
64153,1975-03-08,England tour of New Zealand  - 1975 (1974/75),England,136.0,10.0,,Carisbrook,Dunedin,New Zealand,,,
64154,1975-03-09,England tour of New Zealand  - 1975 (1974/75),New Zealand,227.0,10.0,,Basin Reserve,Wellington,New Zealand,,,
65035,1975-06-07,Prudential World Cup in England - 1975 (1975),England,334.0,4.0,England,Lord's,London,England,,,
65036,1975-06-07,Prudential World Cup in England - 1975 (1975),New Zealand,309.0,5.0,New Zealand,Edgbaston,Birmingham,England,,,
65037,1975-06-07,Prudential World Cup in England - 1975 (1975),Australia,278.0,7.0,Australia,Headingley,Leeds,England,,,
65038,1975-06-07,Prudential World Cup in England - 1975 (1975),Sri Lanka,86.0,10.0,West Indies,Old Trafford,Manchester,England,,,
65039,1975-06-11,Prudential World Cup in England - 1975 (1975),England,266.0,6.0,England,Trent Bridge,Nottingham,England,,,
65040,1975-06-11,Prudential World Cup in England - 1975 (1975),East Africa,120.0,10.0,India,Headingley,Leeds,England,,,
65041,1975-06-11,Prudential World Cup in England - 1975 (1975),Australia,328.0,5.0,Australia,Kennington Oval,London,England,,,
65042,1975-06-11,Prudential World Cup in England - 1975 (1975),Pakistan,266.0,7.0,West Indies,Edgbaston,Birmingham,England,,,
65043,1975-06-14,Prudential World Cup in England - 1975 (1975),England,290.0,5.0,England,Edgbaston,Birmingham,England,,,
65044,1975-06-14,Prudential World Cup in England - 1975 (1975),India,230.0,10.0,New Zealand,Old Trafford,Manchester,England,,,
65045,1975-06-14,Prudential World Cup in England - 1975 (1975),Australia,192.0,10.0,West Indies,Kennington Oval,London,England,,,
65046,1975-06-14,Prudential World Cup in England - 1975 (1975),Pakistan,330.0,6.0,Pakistan,Trent Bridge,Nottingham,England,,,
65047,1975-06-18,Prudential World Cup in England - 1975 (1975),England,93.0,10.0,Australia,Headingley,Leeds,England,,,
65048,1975-06-18,Prudential World Cup in England - 1975 (1975),New Zealand,158.0,10.0,West Indies,Kennington Oval,London,England,,,
65049,1975-06-21,Prudential World Cup in England - 1975 (1975),West Indies,291.0,8.0,West Indies,Lord's,London,England,,,
64155,1975-12-20,West Indies tour of Australia  - 1975 (1975/76),West Indies,224.0,10.0,Australia,Adelaide Oval,Adelaide,Australia,,,
64156,1976-02-21,India tour of New Zealand  - 1976 (1975/76),India,154.0,10.0,New Zealand,Lancaster Park,Christchurch,New Zealand,,,
64157,1976-02-22,India tour of New Zealand  - 1976 (1975/76),New Zealand,236.0,8.0,New Zealand,Eden Park,Auckland,New Zealand,,,
64955,1976-08-26,West Indies tour of England  - 1976 (1976),England,202.0,8.0,West Indies,North Marine Road Ground,Scarborough,England,,,
64956,1976-08-28,West Indies tour of England  - 1976 (1976),West Indies,221.0,10.0,West Indies,Lord's,London,England,,,
64957,1976-08-30,West Indies tour of England  - 1976 (1976),West Indies,223.0,9.0,West Indies,Edgbaston,Birmingham,England,,,
64158,1976-10-16,New Zealand tour of Pakistan  - 1976 (1976/77),New Zealand,198.0,8.0,New Zealand,Jinnah Stadium,Sialkot,Pakistan,,,
64159,1977-03-16,Pakistan tour of West Indies  - 1977 (1976/77),Pakistan,176.0,7.0,West Indies,Albion Sports Complex,Albion,West Indies,,,
64958,1977-06-02,Australia tour of England  - 1977 (1977),Australia,169.0,9.0,England,Old Trafford,Manchester,England,,,
64959,1977-06-04,Australia tour of England  - 1977 (1977),England,171.0,10.0,England,Edgbaston,Birmingham,England,,,
64960,1977-06-06,Australia tour of England  - 1977 (1977),England,242.0,10.0,Australia,Kennington Oval,London,England,,,
64160,1977-12-23,England tour of Pakistan  - 1977 (1977/78),Pakistan,208.0,6.0,England,Zafar Ali Stadium,Sahiwal,Pakistan,,,
64161,1977-12-30,England tour of Pakistan  - 1977 (1977/78),Pakistan,151.0,10.0,England,Jinnah Stadium,Sialkot,Pakistan,,,
64162,1978-01-13,England tour of Pakistan  - 1977 (1977/78),Pakistan,158.0,6.0,Pakistan,Gaddafi Stadium,Lahore,Pakistan,,,
64163,1978-02-22,Australia tour of West Indies  - 1978 (1977/78),West Indies,313.0,9.0,West Indies,Antigua Recreation Ground,St John's,West Indies,,,
64164,1978-04-12,Australia tour of West Indies  - 1978 (1977/78),West Indies,139.0,10.0,Australia,Mindoo Phillip Park,Castries,West Indies,,,
64961,1978-05-24,Pakistan tour of England  - 1978 (1978),England,217.0,7.0,England,Old Trafford,Manchester,England,,,
64962,1978-05-26,Pakistan tour of England  - 1978 (1978),England,248.0,6.0,England,Kennington Oval,London,England,,,
64963,1978-07-15,New Zealand tour of England and Netherlands  - 1978 (1978),England,206.0,8.0,England,North Marine Road Ground,Scarborough,England,,,
64964,1978-07-17,New Zealand tour of England and Netherlands  - 1978 (1978),England,278.0,5.0,England,Old Trafford,Manchester,England,,,
64165,1978-10-01,India tour of Pakistan  - 1978 (1978/79),India,170.0,7.0,India,Ayub National Stadium,Quetta,Pakistan,,,
64166,1978-10-13,India tour of Pakistan  - 1978 (1978/79),India,79.0,10.0,Pakistan,Jinnah Stadium,Sialkot,Pakistan,,,
64167,1978-11-03,India tour of Pakistan  - 1978 (1978/79),Pakistan,205.0,7.0,Pakistan,Zafar Ali Stadium,Sahiwal,Pakistan,,,
64168,1979-01-13,England tour of Australia  - 1978 (1978/79),Australia,17.0,1.0,,Sydney Cricket Ground,Sydney,Australia,,,
65085,1983-06-20,Prudential World Cup in England - 1983 (1983),Pakistan,261.0,3.0,Pakistan,Trent Bridge,Nottingham,England,,,
64169,1979-01-24,England tour of Australia  - 1978 (1978/79),Australia,101.0,10.0,England,Melbourne Cricket Ground,Melbourne,Australia,,,
64170,1979-02-04,England tour of Australia  - 1978 (1978/79),England,212.0,6.0,Australia,Melbourne Cricket Ground,Melbourne,Australia,,,
64171,1979-02-07,England tour of Australia  - 1978 (1978/79),England,94.0,10.0,Australia,Melbourne Cricket Ground,Melbourne,Australia,,,
65050,1979-06-09,Prudential World Cup in England - 1979 (1979),India,190.0,10.0,West Indies,Edgbaston,Birmingham,England,,,
65051,1979-06-09,Prudential World Cup in England - 1979 (1979),Sri Lanka,189.0,10.0,New Zealand,Trent Bridge,Nottingham,England,,,
65052,1979-06-09,Prudential World Cup in England - 1979 (1979),Australia,159.0,9.0,England,Lord's,London,England,,,
65053,1979-06-09,Prudential World Cup in England - 1979 (1979),Canada,139.0,9.0,Pakistan,Headingley,Leeds,England,,,
65054,1979-06-13,Prudential World Cup in England - 1979 (1979),India,182.0,10.0,New Zealand,Headingley,Leeds,England,,,
65055,1979-06-13,Prudential World Cup in England - 1979 (1979),Pakistan,286.0,7.0,Pakistan,Trent Bridge,Nottingham,England,,,
65056,1979-06-13,Prudential World Cup in England - 1979 (1979),Canada,45.0,10.0,England,Old Trafford,Manchester,England,,,
65057,1979-06-16,Prudential World Cup in England - 1979 (1979),Sri Lanka,238.0,5.0,Sri Lanka,Old Trafford,Manchester,England,,,
65058,1979-06-16,Prudential World Cup in England - 1979 (1979),West Indies,244.0,7.0,West Indies,Trent Bridge,Nottingham,England,,,
65059,1979-06-16,Prudential World Cup in England - 1979 (1979),Canada,105.0,10.0,Australia,Edgbaston,Birmingham,England,,,
65060,1979-06-16,Prudential World Cup in England - 1979 (1979),England,165.0,9.0,England,Headingley,Leeds,England,,,
65061,1979-06-20,Prudential World Cup in England - 1979 (1979),England,221.0,8.0,England,Old Trafford,Manchester,England,,,
65062,1979-06-20,Prudential World Cup in England - 1979 (1979),West Indies,293.0,6.0,West Indies,Kennington Oval,London,England,,,
65063,1979-06-23,Prudential World Cup in England - 1979 (1979),West Indies,286.0,9.0,West Indies,Lord's,London,England,,,
65287,1979-11-27,"Benson & Hedges World Series Cup Australia, England, West Indies in Australia - 1979 (1979/80)",West Indies,193.0,10.0,Australia,Sydney Cricket Ground,Sydney,Australia,,,
65288,1979-11-28,"Benson & Hedges World Series Cup Australia, England, West Indies in Australia - 1979 (1979/80)",England,211.0,8.0,England,Sydney Cricket Ground,Sydney,Australia,,,
65289,1979-12-08,"Benson & Hedges World Series Cup Australia, England, West Indies in Australia - 1979 (1979/80)",Australia,207.0,9.0,England,Melbourne Cricket Ground,Melbourne,Australia,,,
65290,1979-12-09,"Benson & Hedges World Series Cup Australia, England, West Indies in Australia - 1979 (1979/80)",West Indies,271.0,2.0,West Indies,Melbourne Cricket Ground,Melbourne,Australia,,,
65291,1979-12-11,"Benson & Hedges World Series Cup Australia, England, West Indies in Australia - 1979 (1979/80)",England,264.0,7.0,England,Sydney Cricket Ground,Sydney,Australia,,,
65292,1979-12-21,"Benson & Hedges World Series Cup Australia, England, West Indies in Australia - 1979 (1979/80)",Australia,176.0,6.0,Australia,Sydney Cricket Ground,Sydney,Australia,,,
65293,1979-12-23,"Benson & Hedges World Series Cup Australia, England, West Indies in Australia - 1979 (1979/80)",England,217.0,8.0,West Indies,Brisbane Cricket Ground,Brisbane,Australia,,,
65294,1979-12-26,"Benson & Hedges World Series Cup Australia, England, West Indies in Australia - 1979 (1979/80)",Australia,194.0,6.0,England,Sydney Cricket Ground,Sydney,Australia,,,
65295,1980-01-14,"Benson & Hedges World Series Cup Australia, England, West Indies in Australia - 1979 (1979/80)",Australia,163.0,10.0,England,Sydney Cricket Ground,Sydney,Australia,,,
65296,1980-01-16,"Benson & Hedges World Series Cup Australia, England, West Indies in Australia - 1979 (1979/80)",West Indies,246.0,5.0,West Indies,Adelaide Oval,Adelaide,Australia,,,
65297,1980-01-18,"Benson & Hedges World Series Cup Australia, England, West Indies in Australia - 1979 (1979/80)",Australia,190.0,10.0,Australia,Sydney Cricket Ground,Sydney,Australia,,,
65298,1980-01-20,"Benson & Hedges World Series Cup Australia, England, West Indies in Australia - 1979 (1979/80)",West Indies,215.0,8.0,West Indies,Melbourne Cricket Ground,Melbourne,Australia,,,
65299,1980-01-22,"Benson & Hedges World Series Cup Australia, England, West Indies in Australia - 1979 (1979/80)",England,208.0,8.0,West Indies,Sydney Cricket Ground,Sydney,Australia,,,
64172,1980-02-06,West Indies tour of New Zealand  - 1980 (1979/80),West Indies,203.0,7.0,New Zealand,Lancaster Park,Christchurch,New Zealand,,,
64965,1980-05-28,West Indies tour of England  - 1980 (1980),West Indies,198.0,10.0,West Indies,Headingley,Leeds,England,,,
64966,1980-05-30,West Indies tour of England  - 1980 (1980),West Indies,235.0,9.0,England,Lord's,London,England,,,
64967,1980-08-20,Australia tour of England  - 1980 (1980),England,248.0,6.0,England,Kennington Oval,London,England,,,
64968,1980-08-22,Australia tour of England  - 1980 (1980),England,320.0,8.0,England,Edgbaston,Birmingham,England,,,
64173,1980-11-21,West Indies tour of Pakistan  - 1980 (1980/81),Pakistan,127.0,9.0,West Indies,National Stadium,Karachi,Pakistan,,,
65300,1980-11-23,"Benson & Hedges World Series Cup Australia, India, New Zealand in Australia - 1980 (1980/81)",Australia,217.0,9.0,New Zealand,Adelaide Oval,Adelaide,Australia,,,
65301,1980-11-25,"Benson & Hedges World Series Cup Australia, India, New Zealand in Australia - 1980 (1980/81)",Australia,289.0,3.0,Australia,Sydney Cricket Ground,Sydney,Australia,,,
64174,1980-12-05,West Indies tour of Pakistan  - 1980 (1980/81),Pakistan,200.0,4.0,West Indies,Jinnah Stadium,Sialkot,Pakistan,,,
65302,1980-12-06,"Benson & Hedges World Series Cup Australia, India, New Zealand in Australia - 1980 (1980/81)",India,208.0,9.0,India,Melbourne Cricket Ground,Melbourne,Australia,,,
65303,1980-12-07,"Benson & Hedges World Series Cup Australia, India, New Zealand in Australia - 1980 (1980/81)",New Zealand,156.0,10.0,Australia,Melbourne Cricket Ground,Melbourne,Australia,,,
65304,1980-12-09,"Benson & Hedges World Series Cup Australia, India, New Zealand in Australia - 1980 (1980/81)",India,162.0,10.0,India,Western Australia Cricket Association Ground,Perth,Australia,,,
65305,1980-12-18,"Benson & Hedges World Series Cup Australia, India, New Zealand in Australia - 1980 (1980/81)",India,180.0,9.0,Australia,Sydney Cricket Ground,Sydney,Australia,,,
64175,1980-12-19,West Indies tour of Pakistan  - 1980 (1980/81),West Indies,170.0,8.0,West Indies,Gaddafi Stadium,Lahore,Pakistan,,,
65306,1980-12-21,"Benson & Hedges World Series Cup Australia, India, New Zealand in Australia - 1980 (1980/81)",India,204.0,10.0,New Zealand,Brisbane Cricket Ground,Brisbane,Australia,,,
65307,1980-12-23,"Benson & Hedges World Series Cup Australia, India, New Zealand in Australia - 1980 (1980/81)",India,230.0,7.0,India,Adelaide Oval,Adelaide,Australia,,,
65308,1981-01-08,"Benson & Hedges World Series Cup Australia, India, New Zealand in Australia - 1980 (1980/81)",India,63.0,10.0,Australia,Sydney Cricket Ground,Sydney,Australia,,,
65309,1981-01-10,"Benson & Hedges World Series Cup Australia, India, New Zealand in Australia - 1980 (1980/81)",India,112.0,9.0,New Zealand,Melbourne Cricket Ground,Melbourne,Australia,,,
65310,1981-01-11,"Benson & Hedges World Series Cup Australia, India, New Zealand in Australia - 1980 (1980/81)",India,192.0,5.0,Australia,Melbourne Cricket Ground,Melbourne,Australia,,,
65311,1981-01-13,"Benson & Hedges World Series Cup Australia, India, New Zealand in Australia - 1980 (1980/81)",New Zealand,220.0,8.0,New Zealand,Sydney Cricket Ground,Sydney,Australia,,,
65312,1981-01-15,"Benson & Hedges World Series Cup Australia, India, New Zealand in Australia - 1980 (1980/81)",Australia,242.0,8.0,Australia,Sydney Cricket Ground,Sydney,Australia,,,
65313,1981-01-18,"Benson & Hedges World Series Cup Australia, India, New Zealand in Australia - 1980 (1980/81)",New Zealand,242.0,9.0,New Zealand,Brisbane Cricket Ground,Brisbane,Australia,,,
65314,1981-01-21,"Benson & Hedges World Series Cup Australia, India, New Zealand in Australia - 1980 (1980/81)",Australia,180.0,10.0,,Sydney Cricket Ground,Sydney,Australia,,,
65315,1981-01-29,"Benson & Hedges World Series Cup Australia, India, New Zealand in Australia - 1980 (1980/81)",New Zealand,233.0,6.0,New Zealand,Sydney Cricket Ground,Sydney,Australia,,,
65316,1981-01-31,"Benson & Hedges World Series Cup Australia, India, New Zealand in Australia - 1980 (1980/81)",New Zealand,126.0,10.0,Australia,Melbourne Cricket Ground,Melbourne,Australia,,,
65317,1981-02-01,"Benson & Hedges World Series Cup Australia, India, New Zealand in Australia - 1980 (1980/81)",Australia,235.0,4.0,Australia,Melbourne Cricket Ground,Melbourne,Australia,,,
65318,1981-02-03,"Benson & Hedges World Series Cup Australia, India, New Zealand in Australia - 1980 (1980/81)",New Zealand,215.0,8.0,Australia,Sydney Cricket Ground,Sydney,Australia,,,
64176,1981-02-04,England tour of West Indies  - 1981 (1980/81),West Indies,127.0,10.0,West Indies,Arnos Vale Ground,Kingstown,West Indies,,,
64177,1981-02-14,India tour of New Zealand  - 1981 (1980/81),New Zealand,218.0,6.0,New Zealand,Eden Park,Auckland,New Zealand,,,
64178,1981-02-15,India tour of New Zealand  - 1981 (1980/81),New Zealand,210.0,8.0,New Zealand,Trust Bank Park,Hamilton,New Zealand,,,
64179,1981-02-26,England tour of West Indies  - 1981 (1980/81),England,137.0,10.0,West Indies,Albion Sports Complex,Albion,West Indies,,,
64969,1981-06-04,Australia tour of England  - 1981 (1981),Australia,210.0,7.0,England,Lord's,London,England,,,
64970,1981-06-06,Australia tour of England  - 1981 (1981),Australia,249.0,8.0,Australia,Edgbaston,Birmingham,England,,,
64971,1981-06-08,Australia tour of England  - 1981 (1981),Australia,236.0,8.0,Australia,Headingley,Leeds,England,,,
65319,1981-11-21,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1981 (1981/82)",West Indies,245.0,8.0,West Indies,Melbourne Cricket Ground,Melbourne,Australia,,,
65320,1981-11-22,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1981 (1981/82)",Australia,209.0,9.0,Pakistan,Melbourne Cricket Ground,Melbourne,Australia,,,
64240,1984-10-31,India tour of Pakistan  - 1984 (1984/85),India,210.0,3.0,,Jinnah Stadium,Sialkot,Pakistan,,,
65321,1981-11-24,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1981 (1981/82)",West Indies,236.0,8.0,Australia,Sydney Cricket Ground,Sydney,Australia,,,
64180,1981-11-25,England tour of India  - 1981 (1981/82),India,156.0,7.0,England,Sardar Vallabhbhai Patel Stadium,Ahmedabad,India,,,
65322,1981-12-05,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1981 (1981/82)",Pakistan,140.0,10.0,Pakistan,Adelaide Oval,Adelaide,Australia,,,
65323,1981-12-06,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1981 (1981/82)",Australia,208.0,10.0,Australia,Adelaide Oval,Adelaide,Australia,,,
65324,1981-12-17,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1981 (1981/82)",Australia,222.0,6.0,Pakistan,Sydney Cricket Ground,Sydney,Australia,,,
65325,1981-12-19,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1981 (1981/82)",Pakistan,160.0,9.0,West Indies,Western Australia Cricket Association Ground,Perth,Australia,,,
65326,1981-12-20,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1981 (1981/82)",Australia,188.0,9.0,West Indies,Western Australia Cricket Association Ground,Perth,Australia,,,
64181,1981-12-20,England tour of India  - 1981 (1981/82),England,161.0,7.0,India,Burlton Park,Jalandhar,India,,,
65327,1982-01-09,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1981 (1981/82)",Pakistan,218.0,6.0,Pakistan,Melbourne Cricket Ground,Melbourne,Australia,,,
65328,1982-01-10,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1981 (1981/82)",Australia,146.0,10.0,West Indies,Melbourne Cricket Ground,Melbourne,Australia,,,
65329,1982-01-12,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1981 (1981/82)",Pakistan,191.0,7.0,West Indies,Sydney Cricket Ground,Sydney,Australia,,,
65330,1982-01-14,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1981 (1981/82)",Australia,230.0,5.0,Australia,Sydney Cricket Ground,Sydney,Australia,,,
65331,1982-01-16,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1981 (1981/82)",Pakistan,177.0,9.0,West Indies,Brisbane Cricket Ground,Brisbane,Australia,,,
65332,1982-01-17,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1981 (1981/82)",Australia,185.0,9.0,West Indies,Brisbane Cricket Ground,Brisbane,Australia,,,
65333,1982-01-19,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1981 (1981/82)",West Indies,189.0,10.0,Australia,Sydney Cricket Ground,Sydney,Australia,,,
65334,1982-01-23,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1981 (1981/82)",West Indies,216.0,8.0,West Indies,Melbourne Cricket Ground,Melbourne,Australia,,,
65335,1982-01-24,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1981 (1981/82)",West Indies,235.0,9.0,West Indies,Melbourne Cricket Ground,Melbourne,Australia,,,
65336,1982-01-26,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1981 (1981/82)",Australia,214.0,8.0,Australia,Sydney Cricket Ground,Sydney,Australia,,,
65337,1982-01-27,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1981 (1981/82)",West Indies,234.0,6.0,West Indies,Sydney Cricket Ground,Sydney,Australia,,,
64182,1982-01-27,England tour of India  - 1981 (1981/82),England,230.0,6.0,India,Barabati Stadium,Cuttack,India,,,
64183,1982-02-13,Australia tour of New Zealand  - 1982 (1981/82),New Zealand,240.0,6.0,New Zealand,Eden Park,Auckland,New Zealand,,,
64184,1982-02-13,England tour of Sri Lanka  - 1982 (1981/82),England,211.0,10.0,England,Sinhalese Sports Club Ground,Colombo,Sri Lanka,,,
64185,1982-02-14,England tour of Sri Lanka  - 1982 (1981/82),Sri Lanka,215.0,7.0,Sri Lanka,Sinhalese Sports Club Ground,Colombo,Sri Lanka,,,
64186,1982-02-17,Australia tour of New Zealand  - 1982 (1981/82),New Zealand,159.0,9.0,Australia,Carisbrook,Dunedin,New Zealand,,,
64187,1982-02-20,Australia tour of New Zealand  - 1982 (1981/82),New Zealand,74.0,10.0,Australia,Basin Reserve,Wellington,New Zealand,,,
64188,1982-03-12,Sri Lanka tour of Pakistan  - 1982 (1981/82),Sri Lanka,171.0,3.0,Pakistan,National Stadium,Karachi,Pakistan,,,
64189,1982-03-29,Sri Lanka tour of Pakistan  - 1982 (1981/82),Pakistan,239.0,4.0,Sri Lanka,Gaddafi Stadium,Lahore,Pakistan,,,
64190,1982-03-31,Sri Lanka tour of Pakistan  - 1982 (1981/82),Sri Lanka,218.0,10.0,Pakistan,National Stadium,Karachi,Pakistan,,,
64972,1982-06-02,India tour of England  - 1982 (1982),India,193.0,10.0,England,Headingley,Leeds,England,,,
64973,1982-06-04,India tour of England  - 1982 (1982),England,276.0,9.0,England,Kennington Oval,London,England,,,
64974,1982-07-17,Pakistan tour of England  - 1982 (1982),Pakistan,250.0,6.0,England,Trent Bridge,Nottingham,England,,,
64975,1982-07-19,Pakistan tour of England  - 1982 (1982),England,295.0,8.0,England,Old Trafford,Manchester,England,,,
64191,1982-09-12,Sri Lanka tour of India  - 1982 (1982/83),India,269.0,7.0,India,Gandhi Sports Complex Ground,Amritsar,India,,,
64192,1982-09-15,Sri Lanka tour of India  - 1982 (1982/83),Sri Lanka,277.0,8.0,India,Feroz Shah Kotla,Delhi,India,,,
64193,1982-09-20,Australia tour of Pakistan  - 1982 (1982/83),Pakistan,229.0,6.0,Pakistan,Niaz Stadium,Hyderabad,Pakistan,,,
64194,1982-09-26,Sri Lanka tour of India  - 1982 (1982/83),Sri Lanka,233.0,8.0,India,Karnataka State Cricket Association Stadium,Bengaluru,India,,,
64195,1982-10-08,Australia tour of Pakistan  - 1982 (1982/83),Pakistan,234.0,3.0,Pakistan,Gaddafi Stadium,Lahore,Pakistan,,,
64196,1982-10-22,Australia tour of Pakistan  - 1982 (1982/83),Pakistan,44.0,1.0,,National Stadium,Karachi,Pakistan,,,
64197,1982-12-03,India tour of Pakistan  - 1982 (1982/83),Pakistan,224.0,4.0,Pakistan,Municipal Stadium,Gujranwala,Pakistan,,,
64198,1982-12-17,India tour of Pakistan  - 1982 (1982/83),Pakistan,263.0,2.0,Pakistan,Ibn-e-Qasim Bagh Stadium,Multan,Pakistan,,,
64199,1982-12-31,India tour of Pakistan  - 1982 (1982/83),Pakistan,252.0,3.0,India,Gaddafi Stadium,Lahore,Pakistan,,,
65338,1983-01-09,"Benson & Hedges World Series Cup Australia, England, New Zealand in Australia - 1983 (1982/83)",New Zealand,181.0,10.0,Australia,Melbourne Cricket Ground,Melbourne,Australia,,,
65339,1983-01-11,"Benson & Hedges World Series Cup Australia, England, New Zealand in Australia - 1983 (1982/83)",Australia,180.0,10.0,Australia,Sydney Cricket Ground,Sydney,Australia,,,
65340,1983-01-13,"Benson & Hedges World Series Cup Australia, England, New Zealand in Australia - 1983 (1982/83)",New Zealand,239.0,8.0,New Zealand,Melbourne Cricket Ground,Melbourne,Australia,,,
65341,1983-01-15,"Benson & Hedges World Series Cup Australia, England, New Zealand in Australia - 1983 (1982/83)",England,267.0,6.0,England,Brisbane Cricket Ground,Brisbane,Australia,,,
65342,1983-01-16,"Benson & Hedges World Series Cup Australia, England, New Zealand in Australia - 1983 (1982/83)",England,182.0,10.0,Australia,Brisbane Cricket Ground,Brisbane,Australia,,,
